admin_unit_code,sub_unit_code,site_name,plot_name,location_type,year,date,start_time,end_time,observer,visit,interval_length,id_method,distance,flyover_observed,sex,common_name,scientific_name,acceptedtsn,npstaxoncode,aou_code,pif_watchlist_status,regional_stewardship_status,temperature,humidity,sky,wind,disturbance,initial_three_min_cnt,habitat,taxoncode,previously_obs
PRWI,,PRWI 2,PRWI-0053,Forest,2018,04-07-2018,07:33:00,07:43:00,Elizabeth Oswald,2,7.5 - 10 min,Singing,50 - 100 Meters,FALSE,Undetermined,Red-eyed Vireo,Vireo olivaceus,179021,93587,REVI,FALSE,FALSE,25.39999962,90,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE,Forest,,
PRWI,,PRWI 2,PRWI-0053,Forest,2018,04-07-2018,07:33:00,07:43:00,Elizabeth Oswald,2,2.5 - 5 min,Calling,<= 50 Meters,FALSE,,Blue-gray Gnatcatcher,Polioptila caerulea,179853,88038,BGGN,FALSE,FALSE,25.39999962,90,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE,Forest,,
PRWI,,PRWI 2,PRWI-0053,Forest,2018,04-07-2018,07:33:00,07:43:00,Elizabeth Oswald,2,0-2.5 min,Singing,<= 50 Meters,FALSE,Undetermined,Yellow-throated Vireo,Vireo flavifrons,179009,93573,YTVI,FALSE,TRUE,25.39999962,90,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE,Forest,,
PRWI,,PRWI 2,PRWI-0053,Forest,2018,04-07-2018,07:33:00,07:43:00,Elizabeth Oswald,2,0-2.5 min,Singing,<= 50 Meters,FALSE,,Acadian Flycatcher,Empidonax virescens,178339,85824,ACFL,FALSE,TRUE,25.39999962,90,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE,Forest,,
PRWI,,PRWI 2,PRWI-0055,Forest,2018,04-07-2018,07:13:00,07:23:00,Elizabeth Oswald,2,2.5 - 5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Yellow-throated Vireo,Vireo flavifrons,179009,93573,YTVI,FALSE,TRUE,25.39999962,90.90000153,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE,Forest,,
PRWI,,PRWI 2,PRWI-0055,Forest,2018,04-07-2018,07:13:00,07:23:00,Elizabeth Oswald,2,0-2.5 min,Singing,<= 50 Meters,FALSE,,Acadian Flycatcher,Empidonax virescens,178339,85824,ACFL,FALSE,TRUE,25.39999962,90.90000153,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE,Forest,,
PRWI,,PRWI 2,PRWI-0055,Forest,2018,04-07-2018,07:13:00,07:23:00,Elizabeth Oswald,2,7.5 - 10 min,Singing,50 - 100 Meters,FALSE,,Carolina Wren,Thryothorus ludovicianus,178581,88350,CARW,FALSE,FALSE,25.39999962,90.90000153,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE,Forest,,
PRWI,,PRWI 2,PRWI-0055,Forest,2018,04-07-2018,07:13:00,07:23:00,Elizabeth Oswald,2,0-2.5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Ovenbird,Seiurus aurocapillus,178927,92689,OVEN,FALSE,FALSE,25.39999962,90.90000153,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE,Forest,,
PRWI,,PRWI 2,PRWI-0055,Forest,2018,04-07-2018,07:13:00,07:23:00,Elizabeth Oswald,2,0-2.5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Red-eyed Vireo,Vireo olivaceus,179021,93587,REVI,FALSE,FALSE,25.39999962,90.90000153,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE,Forest,,
PRWI,,PRWI 2,PRWI-0069,Forest,2018,04-07-2018,06:59:00,07:09:00,Elizabeth Oswald,2,0-2.5 min,Singing,50 - 100 Meters,FALSE,,Scarlet Tanager,Piranga olivacea,179883,88071,SCTA,FALSE,TRUE,25.29999924,90.5,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,No effect on count,TRUE,Forest,,
PRWI,,PRWI 2,PRWI-0069,Forest,2018,04-07-2018,06:59:00,07:09:00,Elizabeth Oswald,2,2.5 - 5 min,Calling,<= 50 Meters,FALSE,,Carolina Chickadee,Poecile carolinensis,554383,265876,CACH,FALSE,TRUE,25.29999924,90.5,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE,Forest,,
PRWI,,PRWI 2,PRWI-0069,Forest,2018,04-07-2018,06:59:00,07:09:00,Elizabeth Oswald,2,0-2.5 min,Calling,<= 50 Meters,FALSE,,Carolina Chickadee,Poecile carolinensis,554383,265876,CACH,FALSE,TRUE,25.29999924,90.5,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,No effect on count,TRUE,Forest,,
PRWI,,PRWI 2,PRWI-0069,Forest,2018,04-07-2018,06:59:00,07:09:00,Elizabeth Oswald,2,0-2.5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Eastern Wood-Pewee,Contopus virens,178359,85846,EAWP,FALSE,TRUE,25.29999924,90.5,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,No effect on count,TRUE,Forest,,
PRWI,,PRWI 2,PRWI-0069,Forest,2018,04-07-2018,06:59:00,07:09:00,Elizabeth Oswald,2,0-2.5 min,Calling,<= 50 Meters,FALSE,,Blue-gray Gnatcatcher,Polioptila caerulea,179853,88038,BGGN,FALSE,FALSE,25.29999924,90.5,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,No effect on count,TRUE,Forest,,
PRWI,,PRWI 2,PRWI-0069,Forest,2018,04-07-2018,06:59:00,07:09:00,Elizabeth Oswald,2,0-2.5 min,Singing,50 - 100 Meters,FALSE,,Eastern Tufted Titmouse,Baeolophus bicolor,554138,266957,ETTI,FALSE,FALSE,25.29999924,90.5,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,No effect on count,TRUE,Forest,,
PRWI,,PRWI 2,PRWI-0069,Forest,2018,04-07-2018,06:59:00,07:09:00,Elizabeth Oswald,2,0-2.5 min,Singing,50 - 100 Meters,FALSE,,Carolina Wren,Thryothorus ludovicianus,178581,88350,CARW,FALSE,FALSE,25.29999924,90.5,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,No effect on count,TRUE,Forest,,
PRWI,,PRWI 2,PRWI-0069,Forest,2018,04-07-2018,06:59:00,07:09:00,Elizabeth Oswald,2,0-2.5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Red-eyed Vireo,Vireo olivaceus,179021,93587,REVI,FALSE,FALSE,25.29999924,90.5,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,No effect on count,TRUE,Forest,,
PRWI,,PRWI 2,PRWI-0069,Forest,2018,04-07-2018,06:59:00,07:09:00,Elizabeth Oswald,2,0-2.5 min,Singing,<= 50 Meters,FALSE,Undetermined,Red-eyed Vireo,Vireo olivaceus,179021,93587,REVI,FALSE,FALSE,25.29999924,90.5,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,No effect on count,TRUE,Forest,,
PRWI,,PRWI 2,PRWI-0069,Forest,2018,04-07-2018,06:59:00,07:09:00,Elizabeth Oswald,2,2.5 - 5 min,Singing,<= 50 Meters,FALSE,Undetermined,Northern Parula,Setophaga americana,950033,890949,NOPA,FALSE,FALSE,25.29999924,90.5,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE,Forest,,
PRWI,,PRWI 2,PRWI-0069,Forest,2018,04-07-2018,06:59:00,07:09:00,Elizabeth Oswald,2,0-2.5 min,Singing,50 - 100 Meters,FALSE,,Northern Cardinal,Cardinalis cardinalis,179124,94228,NOCA,FALSE,FALSE,25.29999924,90.5,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,No effect on count,TRUE,Forest,,
PRWI,,PRWI 2,PRWI-0082,Forest,2018,04-07-2018,06:39:00,06:49:00,Elizabeth Oswald,2,0-2.5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Ovenbird,Seiurus aurocapillus,178927,92689,OVEN,FALSE,FALSE,25.10000038,89.80000305,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,No effect on count,TRUE,Forest,,
PRWI,,PRWI 2,PRWI-0082,Forest,2018,04-07-2018,06:39:00,06:49:00,Elizabeth Oswald,2,7.5 - 10 min,Calling,50 - 100 Meters,FALSE,,Red-bellied Woodpecker,Melanerpes carolinus,178195,84865,RBWO,FALSE,FALSE,25.10000038,89.80000305,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE,Forest,,
PRWI,,PRWI 2,PRWI-0082,Forest,2018,04-07-2018,06:39:00,06:49:00,Elizabeth Oswald,2,0-2.5 min,Singing,<= 50 Meters,FALSE,,Scarlet Tanager,Piranga olivacea,179883,88071,SCTA,FALSE,TRUE,25.10000038,89.80000305,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,No effect on count,TRUE,Forest,,
PRWI,,PRWI 2,PRWI-0082,Forest,2018,04-07-2018,06:39:00,06:49:00,Elizabeth Oswald,2,0-2.5 min,Singing,50 - 100 Meters,FALSE,,Carolina Wren,Thryothorus ludovicianus,178581,88350,CARW,FALSE,FALSE,25.10000038,89.80000305,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,No effect on count,TRUE,Forest,,
PRWI,,PRWI 2,PRWI-0082,Forest,2018,04-07-2018,06:39:00,06:49:00,Elizabeth Oswald,2,0-2.5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Red-eyed Vireo,Vireo olivaceus,179021,93587,REVI,FALSE,FALSE,25.10000038,89.80000305,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,No effect on count,TRUE,Forest,,
PRWI,,PRWI 2,PRWI-0082,Forest,2018,04-07-2018,06:39:00,06:49:00,Elizabeth Oswald,2,2.5 - 5 min,Calling,<= 50 Meters,FALSE,,Blue-gray Gnatcatcher,Polioptila caerulea,179853,88038,BGGN,FALSE,FALSE,25.10000038,89.80000305,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE,Forest,,
PRWI,,PRWI 2,PRWI-0082,Forest,2018,04-07-2018,06:39:00,06:49:00,Elizabeth Oswald,2,0-2.5 min,Singing,<= 50 Meters,FALSE,,Acadian Flycatcher,Empidonax virescens,178339,85824,ACFL,FALSE,TRUE,25.10000038,89.80000305,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,No effect on count,TRUE,Forest,,
PRWI,,PRWI 2,PRWI-0082,Forest,2018,04-07-2018,06:39:00,06:49:00,Elizabeth Oswald,2,0-2.5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Eastern Wood-Pewee,Contopus virens,178359,85846,EAWP,FALSE,TRUE,25.10000038,89.80000305,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,No effect on count,TRUE,Forest,,
PRWI,,PRWI 2,PRWI-0082,Forest,2018,04-07-2018,06:39:00,06:49:00,Elizabeth Oswald,2,2.5 - 5 min,Singing,<= 50 Meters,FALSE,Undetermined,Yellow-throated Vireo,Vireo flavifrons,179009,93573,YTVI,FALSE,TRUE,25.10000038,89.80000305,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE,Forest,,
PRWI,,PRWI 2,PRWI-0079,Forest,2018,04-07-2018,05:36:00,05:46:00,Elizabeth Oswald,2,0-2.5 min,Singing,<= 50 Meters,FALSE,Undetermined,Ovenbird,Seiurus aurocapillus,178927,92689,OVEN,FALSE,FALSE,24.79999924,85.09999847,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,No effect on count,TRUE,Forest,,
PRWI,,PRWI 2,PRWI-0079,Forest,2018,04-07-2018,05:36:00,05:46:00,Elizabeth Oswald,2,5 - 7.5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Eastern Wood-Pewee,Contopus virens,178359,85846,EAWP,FALSE,TRUE,24.79999924,85.09999847,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE,Forest,,
PRWI,,PRWI 2,PRWI-0079,Forest,2018,04-07-2018,05:36:00,05:46:00,Elizabeth Oswald,2,2.5 - 5 min,Singing,50 - 100 Meters,FALSE,,Carolina Wren,Thryothorus ludovicianus,178581,88350,CARW,FALSE,FALSE,24.79999924,85.09999847,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE,Forest,,
PRWI,,PRWI 2,PRWI-0079,Forest,2018,04-07-2018,05:36:00,05:46:00,Elizabeth Oswald,2,0-2.5 min,Calling,<= 50 Meters,FALSE,,Blue-gray Gnatcatcher,Polioptila caerulea,179853,88038,BGGN,FALSE,FALSE,24.79999924,85.09999847,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,No effect on count,TRUE,Forest,,
PRWI,,PRWI 2,PRWI-0079,Forest,2018,04-07-2018,05:36:00,05:46:00,Elizabeth Oswald,2,0-2.5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Red-eyed Vireo,Vireo olivaceus,179021,93587,REVI,FALSE,FALSE,24.79999924,85.09999847,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,No effect on count,TRUE,Forest,,
PRWI,,PRWI 2,PRWI-0079,Forest,2018,04-07-2018,05:36:00,05:46:00,Elizabeth Oswald,2,0-2.5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Wood Thrush,Hylocichla mustelina,179777,87156,WOTH,TRUE,TRUE,24.79999924,85.09999847,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,No effect on count,TRUE,Forest,,
PRWI,,PRWI 2,PRWI-0079,Forest,2018,04-07-2018,05:36:00,05:46:00,Elizabeth Oswald,2,7.5 - 10 min,Calling,50 - 100 Meters,FALSE,,White-breasted Nuthatch,Sitta carolinensis,178775,90935,WBNU,FALSE,FALSE,24.79999924,85.09999847,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE,Forest,,
PRWI,,PRWI 2,PRWI-0079,Forest,2018,04-07-2018,05:36:00,05:46:00,Elizabeth Oswald,2,7.5 - 10 min,Singing,50 - 100 Meters,FALSE,,Scarlet Tanager,Piranga olivacea,179883,88071,SCTA,FALSE,TRUE,24.79999924,85.09999847,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE,Forest,,
PRWI,,PRWI 2,PRWI-0079,Forest,2018,04-07-2018,05:36:00,05:46:00,Elizabeth Oswald,2,0-2.5 min,Singing,<= 50 Meters,FALSE,,Mourning Dove,Zenaida macroura,177125,82737,MODO,FALSE,FALSE,24.79999924,85.09999847,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,No effect on count,TRUE,Forest,,
PRWI,,PRWI 2,PRWI-0079,Forest,2018,04-07-2018,05:36:00,05:46:00,Elizabeth Oswald,2,2.5 - 5 min,Singing,<= 50 Meters,FALSE,Undetermined,Wood Thrush,Hylocichla mustelina,179777,87156,WOTH,TRUE,TRUE,24.79999924,85.09999847,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE,Forest,,
PRWI,,PRWI 2,PRWI-0079,Forest,2018,04-07-2018,05:36:00,05:46:00,Elizabeth Oswald,2,5 - 7.5 min,Singing,50 - 100 Meters,FALSE,,Mourning Dove,Zenaida macroura,177125,82737,MODO,FALSE,FALSE,24.79999924,85.09999847,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE,Forest,,
PRWI,,PRWI 2,PRWI-0080,Forest,2018,04-07-2018,05:52:00,06:02:00,Elizabeth Oswald,2,0-2.5 min,Singing,<= 50 Meters,FALSE,Undetermined,Ovenbird,Seiurus aurocapillus,178927,92689,OVEN,FALSE,FALSE,24.70000076,88.09999847,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE,Forest,,
PRWI,,PRWI 2,PRWI-0080,Forest,2018,04-07-2018,05:52:00,06:02:00,Elizabeth Oswald,2,0-2.5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Wood Thrush,Hylocichla mustelina,179777,87156,WOTH,TRUE,TRUE,24.70000076,88.09999847,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE,Forest,,
PRWI,,PRWI 2,PRWI-0080,Forest,2018,04-07-2018,05:52:00,06:02:00,Elizabeth Oswald,2,0-2.5 min,Calling,<= 50 Meters,FALSE,,Blue-gray Gnatcatcher,Polioptila caerulea,179853,88038,BGGN,FALSE,FALSE,24.70000076,88.09999847,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE,Forest,,
PRWI,,PRWI 2,PRWI-0080,Forest,2018,04-07-2018,05:52:00,06:02:00,Elizabeth Oswald,2,2.5 - 5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Eastern Wood-Pewee,Contopus virens,178359,85846,EAWP,FALSE,TRUE,24.70000076,88.09999847,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE,Forest,,
PRWI,,PRWI 2,PRWI-0080,Forest,2018,04-07-2018,05:52:00,06:02:00,Elizabeth Oswald,2,5 - 7.5 min,Singing,<= 50 Meters,FALSE,,Mourning Dove,Zenaida macroura,177125,82737,MODO,FALSE,FALSE,24.70000076,88.09999847,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE,Forest,,
PRWI,,PRWI 2,PRWI-0080,Forest,2018,04-07-2018,05:52:00,06:02:00,Elizabeth Oswald,2,0-2.5 min,Singing,<= 50 Meters,FALSE,Undetermined,Red-eyed Vireo,Vireo olivaceus,179021,93587,REVI,FALSE,FALSE,24.70000076,88.09999847,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE,Forest,,
PRWI,,PRWI 2,PRWI-0080,Forest,2018,04-07-2018,05:52:00,06:02:00,Elizabeth Oswald,2,0-2.5 min,Singing,<= 50 Meters,FALSE,,Scarlet Tanager,Piranga olivacea,179883,88071,SCTA,FALSE,TRUE,24.70000076,88.09999847,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE,Forest,,
PRWI,,PRWI 2,PRWI-0080,Forest,2018,04-07-2018,05:52:00,06:02:00,Elizabeth Oswald,2,0-2.5 min,Singing,<= 50 Meters,FALSE,,Acadian Flycatcher,Empidonax virescens,178339,85824,ACFL,FALSE,TRUE,24.70000076,88.09999847,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE,Forest,,
PRWI,,PRWI 2,PRWI-0080,Forest,2018,04-07-2018,05:52:00,06:02:00,Elizabeth Oswald,2,2.5 - 5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Wood Thrush,Hylocichla mustelina,179777,87156,WOTH,TRUE,TRUE,24.70000076,88.09999847,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE,Forest,,
PRWI,,PRWI 2,PRWI-0080,Forest,2018,04-07-2018,05:52:00,06:02:00,Elizabeth Oswald,2,0-2.5 min,Calling,50 - 100 Meters,FALSE,,Yellow-billed Cuckoo,Coccyzus americanus,177831,89102,YBCU,FALSE,FALSE,24.70000076,88.09999847,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE,Forest,,
PRWI,,PRWI 2,PRWI-0080,Forest,2018,04-07-2018,05:52:00,06:02:00,Elizabeth Oswald,2,2.5 - 5 min,Calling,50 - 100 Meters,FALSE,,Red-bellied Woodpecker,Melanerpes carolinus,178195,84865,RBWO,FALSE,FALSE,24.70000076,88.09999847,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE,Forest,,
PRWI,,PRWI 2,PRWI-0096,Forest,2018,04-07-2018,06:08:00,06:18:00,Elizabeth Oswald,2,5 - 7.5 min,Singing,50 - 100 Meters,FALSE,,Scarlet Tanager,Piranga olivacea,179883,88071,SCTA,FALSE,TRUE,24.70000076,88.59999847,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE,Forest,,
PRWI,,PRWI 2,PRWI-0096,Forest,2018,04-07-2018,06:08:00,06:18:00,Elizabeth Oswald,2,5 - 7.5 min,Calling,50 - 100 Meters,FALSE,,Yellow-billed Cuckoo,Coccyzus americanus,177831,89102,YBCU,FALSE,FALSE,24.70000076,88.59999847,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE,Forest,,
PRWI,,PRWI 2,PRWI-0096,Forest,2018,04-07-2018,06:08:00,06:18:00,Elizabeth Oswald,2,0-2.5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Red-eyed Vireo,Vireo olivaceus,179021,93587,REVI,FALSE,FALSE,24.70000076,88.59999847,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,No effect on count,TRUE,Forest,,
PRWI,,PRWI 2,PRWI-0096,Forest,2018,04-07-2018,06:08:00,06:18:00,Elizabeth Oswald,2,2.5 - 5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Wood Thrush,Hylocichla mustelina,179777,87156,WOTH,TRUE,TRUE,24.70000076,88.59999847,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,No effect on count,TRUE,Forest,,
PRWI,,PRWI 2,PRWI-0096,Forest,2018,04-07-2018,06:08:00,06:18:00,Elizabeth Oswald,2,2.5 - 5 min,Calling,<= 50 Meters,FALSE,,Red-bellied Woodpecker,Melanerpes carolinus,178195,84865,RBWO,FALSE,FALSE,24.70000076,88.59999847,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE,Forest,,
PRWI,,PRWI 2,PRWI-0096,Forest,2018,04-07-2018,06:08:00,06:18:00,Elizabeth Oswald,2,0-2.5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Ovenbird,Seiurus aurocapillus,178927,92689,OVEN,FALSE,FALSE,24.70000076,88.59999847,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,No effect on count,TRUE,Forest,,
PRWI,,PRWI 2,PRWI-0096,Forest,2018,04-07-2018,06:08:00,06:18:00,Elizabeth Oswald,2,2.5 - 5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Eastern Wood-Pewee,Contopus virens,178359,85846,EAWP,FALSE,TRUE,24.70000076,88.59999847,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE,Forest,,
PRWI,,PRWI 2,PRWI-0096,Forest,2018,04-07-2018,06:08:00,06:18:00,Elizabeth Oswald,2,0-2.5 min,Singing,<= 50 Meters,FALSE,,Acadian Flycatcher,Empidonax virescens,178339,85824,ACFL,FALSE,TRUE,24.70000076,88.59999847,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,No effect on count,TRUE,Forest,,
PRWI,,PRWI 2,PRWI-0096,Forest,2018,04-07-2018,06:08:00,06:18:00,Elizabeth Oswald,2,0-2.5 min,Singing,<= 50 Meters,FALSE,Undetermined,Red-eyed Vireo,Vireo olivaceus,179021,93587,REVI,FALSE,FALSE,24.70000076,88.59999847,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,No effect on count,TRUE,Forest,,
PRWI,,PRWI 2,PRWI-0097,Forest,2018,04-07-2018,06:23:00,06:33:00,Elizabeth Oswald,2,0-2.5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Red-eyed Vireo,Vireo olivaceus,179021,93587,REVI,FALSE,FALSE,24.60000038,88.09999847,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,No effect on count,TRUE,Forest,,
PRWI,,PRWI 2,PRWI-0097,Forest,2018,04-07-2018,06:23:00,06:33:00,Elizabeth Oswald,2,0-2.5 min,Singing,<= 50 Meters,FALSE,Undetermined,Red-eyed Vireo,Vireo olivaceus,179021,93587,REVI,FALSE,FALSE,24.60000038,88.09999847,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,No effect on count,TRUE,Forest,,
PRWI,,PRWI 2,PRWI-0097,Forest,2018,04-07-2018,06:23:00,06:33:00,Elizabeth Oswald,2,5 - 7.5 min,Singing,<= 50 Meters,FALSE,Undetermined,Ovenbird,Seiurus aurocapillus,178927,92689,OVEN,FALSE,FALSE,24.60000038,88.09999847,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE,Forest,,
PRWI,,PRWI 2,PRWI-0097,Forest,2018,04-07-2018,06:23:00,06:33:00,Elizabeth Oswald,2,2.5 - 5 min,Singing,50 - 100 Meters,FALSE,,Mourning Dove,Zenaida macroura,177125,82737,MODO,FALSE,FALSE,24.60000038,88.09999847,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE,Forest,,
PRWI,,PRWI 2,PRWI-0097,Forest,2018,04-07-2018,06:23:00,06:33:00,Elizabeth Oswald,2,2.5 - 5 min,Singing,<= 50 Meters,FALSE,,Acadian Flycatcher,Empidonax virescens,178339,85824,ACFL,FALSE,TRUE,24.60000038,88.09999847,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE,Forest,,
PRWI,,PRWI 2,PRWI-0097,Forest,2018,04-07-2018,06:23:00,06:33:00,Elizabeth Oswald,2,7.5 - 10 min,Calling,<= 50 Meters,FALSE,,Carolina Chickadee,Poecile carolinensis,554383,265876,CACH,FALSE,TRUE,24.60000038,88.09999847,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE,Forest,,
PRWI,,PRWI 2,PRWI-0097,Forest,2018,04-07-2018,06:23:00,06:33:00,Elizabeth Oswald,2,7.5 - 10 min,Singing,50 - 100 Meters,FALSE,,Carolina Wren,Thryothorus ludovicianus,178581,88350,CARW,FALSE,FALSE,24.60000038,88.09999847,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE,Forest,,
PRWI,,PRWI 2,PRWI-0097,Forest,2018,04-07-2018,06:23:00,06:33:00,Elizabeth Oswald,2,7.5 - 10 min,Singing,50 - 100 Meters,FALSE,,Scarlet Tanager,Piranga olivacea,179883,88071,SCTA,FALSE,TRUE,24.60000038,88.09999847,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE,Forest,,
PRWI,,PRWI 2,PRWI-0097,Forest,2018,04-07-2018,06:23:00,06:33:00,Elizabeth Oswald,2,0-2.5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Eastern Wood-Pewee,Contopus virens,178359,85846,EAWP,FALSE,TRUE,24.60000038,88.09999847,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,No effect on count,TRUE,Forest,,
PRWI,,PRWI 2,PRWI-0097,Forest,2018,04-07-2018,06:23:00,06:33:00,Elizabeth Oswald,2,5 - 7.5 min,Singing,50 - 100 Meters,FALSE,,Eastern Tufted Titmouse,Baeolophus bicolor,554138,266957,ETTI,FALSE,FALSE,24.60000038,88.09999847,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE,Forest,,
PRWI,,PRWI 4,PRWI-0186,Forest,2018,05-07-2018,09:31:00,09:41:00,Kimberly Serno,2,0-2.5 min,Singing,<= 50 Meters,FALSE,Undetermined,American Robin,Turdus migratorius,179759,87136,AMRO,FALSE,FALSE,27.89999962,79.09999847,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,Slight effect on count,TRUE,Forest,,
PRWI,,PRWI 4,PRWI-0186,Forest,2018,05-07-2018,09:31:00,09:41:00,Kimberly Serno,2,0-2.5 min,Calling,<= 50 Meters,FALSE,,Eastern Tufted Titmouse,Baeolophus bicolor,554138,266957,ETTI,FALSE,FALSE,27.89999962,79.09999847,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,Slight effect on count,TRUE,Forest,,
